Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Frequency,R_Score,F_Score,M_Score,RFM_Score,CLV_Proxy,CLV_Enriched,AvgBasketSize,DigitalEngagement,DealSensitivity,CampaignEngagement,HasChildren,CustomerSeniority
38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,34,2490,0,1,0,0,0,0,0,1,0,0,389,335,0,20,1,4,3,8,57.02208835341366,86.91950465710623,19.45,15,0.3,0,1,6.821917808219178
53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,50,2405,0,0,0,1,0,0,0,1,0,0,257,247,0,13,2,3,3,8,39.00415800415801,67.72815033280152,19.76923076923077,9,0.15384615384615385,0,1,6.589041095890411
30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,48,2256,0,1,0,0,0,0,0,1,0,0,40,19,0,6,4,1,1,6,6.471631205673759,12.663539568537095,6.666666666666667,10,0.16666666666666666,0,1,6.1808219178082195
76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,60,2385,0,0,1,0,0,0,0,0,0,1,1323,1323,1,21,2,4,5,11,202.47169811320754,365.27663648330605,63.0,6,0.047619047619047616,1,0,6.534246575342466
50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,68,2169,0,1,0,0,0,0,0,0,0,1,61,59,0,6,5,1,2,8,10.265099124020287,21.85884979075497,10.166666666666666,7,0.16666666666666666,0,1,5.942465753424657
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,2489,0,1,0,0,0,1,0,0,0,0,47,30,0,8,4,2,2,8,6.892326235435918,14.119797298387745,5.875,7,0.25,0,0,6.8191780821917805
65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,46,2309,0,1,0,0,0,1,0,0,0,0,546,530,1,19,5,4,3,12,86.31009094846254,227.5245103649628,28.736842105263158,11,0.10526315789473684,1,1,6.326027397260274
66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,55,2188,0,1,0,0,0,0,0,1,0,0,306,300,0,19,2,4,3,9,51.04661791590494,94.41885587733978,16.105263157894736,8,0.3684210526315789,0,1,5.994520547945205
76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,66,2648,1,0,0,0,0,0,0,1,0,0,1140,1124,0,16,2,3,5,10,157.13746223564956,259.1642288833675,71.25,3,0.0625,0,0,7.254794520547946
81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,37,2644,0,0,1,0,0,1,0,0,0,0,1059,1014,1,16,5,3,4,12,146.19326777609683,399.1553562042691,66.1875,13,0.0625,1,0,7.243835616438356
54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,47,2299,0,0,1,0,0,0,0,0,0,1,16,16,0,4,2,1,1,4,2.5402348847324925,3.3654979445363535,4.0,6,0.25,0,1,6.298630136986302
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,60,2291,0,0,1,0,0,0,0,0,1,0,1970,1932,1,19,4,4,5,13,313.8585770405936,799.9449285624714,103.6842105263158,5,0.0,1,0,6.276712328767124
16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,36,2462,0,0,1,0,0,0,0,0,0,1,44,44,0,9,2,2,2,6,6.52315190901706,9.80081738549991,4.888888888888889,11,0.3333333333333333,0,1,6.745205479452054
71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,49,2464,0,0,0,1,0,0,0,1,0,0,1406,1238,2,14,2,3,5,10,208.27516233766232,356.959263428608,100.42857142857143,9,0.21428571428571427,2,1,6.750684931506849
33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,37,2415,0,1,0,0,0,0,0,0,0,1,39,15,1,5,5,1,1,7,5.894409937888199,12.494985971224596,7.8,9,0.2,1,1,6.616438356164384
36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,37,2441,0,1,0,0,0,0,0,0,1,0,273,120,1,12,4,3,3,10,40.82138467841048,91.76900431580651,22.75,9,0.08333333333333333,1,0,6.6876712328767125
22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,54,2688,0,0,0,1,0,0,1,0,0,0,50,4,0,6,3,1,2,6,6.789434523809524,11.800569894683267,8.333333333333334,10,0.16666666666666666,0,0,7.364383561643836
47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,42,2449,0,1,0,0,0,1,0,0,0,0,606,577,0,23,1,5,4,10,90.31849734585545,140.02867805558984,26.347826086956523,20,0.21739130434782608,0,1,6.7095890410958905
70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,52,2425,0,0,1,0,0,0,0,1,0,0,736,715,0,22,5,4,4,13,110.77938144329897,328.1484613577637,33.45454545454545,9,0.09090909090909091,0,1,6.6438356164383565
31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,41,2743,0,1,0,0,0,0,0,0,0,1,119,113,0,9,5,2,2,9,15.83485235144003,35.396865157693995,13.222222222222221,9,0.2222222222222222,0,1,7.515068493150685
52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,47,2567,1,0,0,0,0,0,0,0,1,0,259,186,0,16,2,3,3,8,36.82703544994156,66.86308597430074,16.1875,11,0.3125,0,1,7.032876712328767
48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,41,2346,0,0,1,0,0,0,0,1,0,0,126,117,0,8,4,2,2,8,19.603580562659847,38.98612004779851,15.75,5,0.125,0,1,6.427397260273972
46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,66,2747,0,1,0,0,0,0,0,1,0,0,301,272,0,14,3,3,3,9,39.99453949763378,84.61142182656563,21.5,13,0.14285714285714285,0,1,7.526027397260274
39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,58,2717,1,0,0,0,0,0,0,1,0,0,343,302,0,20,3,4,3,10,46.078395288921605,98.19666480176106,17.15,14,0.35,0,1,7.443835616438356
86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,54,2849,0,0,1,0,0,0,0,1,0,0,1627,1532,0,18,2,4,5,11,208.44331344331343,358.4226108539005,90.38888888888889,13,0.2222222222222222,0,1,7.8054794520547945
46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,43,2225,0,0,0,1,0,0,0,1,0,0,62,46,0,7,1,2,2,5,10.170786516853934,12.423793725074104,8.857142857142858,4,0.2857142857142857,0,1,6.095890410958904
16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,35,2692,0,0,1,0,0,0,1,0,0,0,13,2,0,4,3,1,1,5,1.7626300148588412,2.8607025540661812,3.25,4,0.25,0,0,7.375342465753425
63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,68,2350,1,0,0,0,0,1,0,0,0,0,1056,944,0,25,3,5,4,12,164.01702127659576,408.71331024245427,42.24,11,0.04,0,0,6.438356164383562
67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,69,2689,0,1,0,0,0,0,0,0,1,0,887,817,1,17,2,3,4,9,120.39977686872443,222.30261831998448,52.1764705882353,9,0.23529411764705882,1,1,7.367123287671233
25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,53,2421,0,0,1,0,0,0,0,1,0,0,11,7,0,4,1,1,1,3,1.6584056175134243,2.0323941993346333,2.75,8,0.25,0,1,6.632876712328767
42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,42,2181,0,1,0,0,0,0,0,1,0,0,41,25,0,5,4,1,1,6,6.861531407611187,13.07510988455296,8.2,6,0.2,0,1,5.975342465753425
85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,44,2753,0,0,0,1,0,0,0,1,0,0,1872,1788,1,24,1,5,5,11,248.19469669451507,425.7847944468038,78.0,9,0.08333333333333333,1,1,7.542465753424658
72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,35,2402,0,0,1,0,0,0,0,1,0,0,1974,1935,3,21,2,4,5,11,299.96253122398,559.1972393219417,94.0,11,0.047619047619047616,3,0,6.580821917808219
49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,46,2195,0,0,0,1,0,1,0,0,0,0,297,268,0,14,1,3,3,7,49.3872437357631,66.78937331143722,21.214285714285715,11,0.14285714285714285,0,1,6.013698630136986
36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,52,2852,0,1,0,0,0,0,0,0,0,1,73,69,0,9,2,2,2,6,9.342566619915848,15.406346645950025,8.11111111111111,12,0.3333333333333333,0,1,7.813698630136987
85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,58,2581,1,0,0,0,0,0,0,0,0,1,1301,1289,0,20,1,4,5,10,183.98488957768308,299.51028535901895,65.05,5,0.05,0,0,7.071232876712329
10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,31,2197,1,0,0,0,0,0,0,0,1,0,26,22,0,8,4,2,1,7,4.319526627218935,8.486850061089774,3.25,8,0.25,0,0,6.019178082191781
49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,59,2671,0,1,0,0,0,0,0,1,0,0,295,275,0,14,1,3,3,7,40.31261699737926,63.1535923785582,21.071428571428573,13,0.14285714285714285,0,1,7.317808219178082
56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,67,2533,0,0,0,1,0,0,0,0,1,0,612,564,0,22,2,4,4,10,88.18791946308725,179.08963207855047,27.818181818181817,10,0.18181818181818182,0,1,6.93972602739726
37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,31,2673,0,1,0,0,0,0,0,1,0,0,71,68,0,7,3,2,2,7,9.695099139543585,16.739247985822256,10.142857142857142,7,0.14285714285714285,0,1,7.323287671232877
21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,42,2208,1,0,0,0,0,1,0,0,0,0,26,6,0,7,2,2,1,5,4.2980072463768115,6.15876067721366,3.7142857142857144,8,0.2857142857142857,0,1,6.049315068493151
33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,58,2475,0,0,1,0,0,0,0,0,0,1,68,50,0,8,2,2,2,6,10.028282828282828,14.657264683480326,8.5,9,0.25,0,1,6.780821917808219
63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,75,2395,0,0,0,0,1,0,0,1,0,0,969,835,0,25,1,5,4,10,147.67640918580375,268.9188451981091,38.76,9,0.04,0,0,6.561643835616438
21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,46,2318,0,0,0,1,0,0,0,0,1,0,58,55,0,11,3,2,2,7,9.132873166522865,16.45075673969869,5.2727272727272725,6,0.36363636363636365,0,1,6.35068493150685
42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,39,2381,0,0,0,1,0,0,0,1,0,0,118,91,1,9,4,2,2,8,18.089038219235615,36.90044817849238,13.11111111111111,9,0.2222222222222222,1,1,6.523287671232877
54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,64,2812,0,0,0,1,0,0,0,1,0,0,652,620,0,31,5,5,4,14,84.63015647226173,291.28518971848223,21.032258064516128,17,0.3870967741935484,0,1,7.704109589041096
57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,66,2388,0,1,0,0,0,0,0,0,0,1,392,373,0,16,1,3,3,7,59.91624790619766,88.85395185149773,24.5,17,0.125,0,1,6.542465753424658
26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,34,2783,0,0,1,0,0,0,0,1,0,0,18,9,1,4,3,1,1,5,2.3607617678763924,4.118162294632391,4.5,10,0.25,1,1,7.624657534246575
57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,77,2517,0,0,0,0,1,0,0,0,0,1,1030,1000,0,27,2,5,4,11,149.3643226062773,341.3941411696214,38.148148148148145,15,0.07407407407407407,0,0,6.895890410958904
68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,56,2828,0,0,0,1,0,0,0,1,0,0,1422,1385,0,24,1,5,5,11,183.53253182461103,294.63502994817753,59.25,16,0.125,0,1,7.747945205479452
7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,2828,0,1,0,0,0,0,0,1,0,0,13,8,0,4,2,1,1,4,1.677864214992928,2.537882941118032,3.25,9,0.25,0,1,7.747945205479452
83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,46,2804,0,0,0,1,0,0,0,1,0,0,1719,1605,1,26,5,5,5,15,223.7642653352354,667.3505080329219,66.11538461538461,7,0.038461538461538464,1,0,7.682191780821918
54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,60,2246,0,1,0,0,0,0,0,0,1,0,224,211,0,12,5,3,3,11,36.402493321460376,85.59759411506187,18.666666666666668,2,0.16666666666666666,0,1,6.153424657534247
23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,57,2191,0,0,1,0,0,0,0,0,0,1,46,44,0,10,1,2,2,5,7.663167503423094,9.540706546427623,4.6,9,0.4,0,1,6.002739726027397
46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,44,2502,0,1,0,0,0,0,0,1,0,0,496,477,0,26,5,5,3,13,72.35811350919265,219.3180029619715,19.076923076923077,12,0.38461538461538464,0,1,6.854794520547945
56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,46,2730,0,0,0,1,0,0,0,1,0,0,1011,1002,0,15,3,3,4,10,135.17032967032966,268.8800450195799,67.4,11,0.06666666666666667,0,0,7.47945205479452
79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,59,2190,0,1,0,0,0,0,0,1,0,0,1357,1344,0,11,5,2,5,12,226.16666666666669,513.5369978858351,123.36363636363636,4,0.09090909090909091,0,0,6.0
57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,69,2634,0,1,0,0,0,0,0,1,0,0,920,814,0,25,2,5,4,11,127.48671222475323,278.99135801874587,36.8,12,0.08,0,1,7.2164383561643834
44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,55,2257,0,1,0,0,0,0,0,1,0,0,260,219,0,12,2,3,3,8,42.04696499778467,67.90530522898041,21.666666666666668,9,0.08333333333333333,0,1,6.183561643835616
54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,64,2812,0,0,0,1,0,0,0,1,0,0,652,620,0,31,5,5,4,14,84.63015647226173,291.28518971848223,21.032258064516128,17,0.3870967741935484,0,1,7.704109589041096
59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,55,2776,0,1,0,0,0,0,0,1,0,0,490,481,1,17,2,3,3,8,64.4272334293948,112.60009788928762,28.823529411764707,15,0.058823529411764705,1,1,7.605479452054794
80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,26,2835,0,0,0,1,0,0,0,1,0,0,950,896,0,21,3,4,4,11,122.31040564373897,262.9515697560487,45.23809523809524,8,0.047619047619047616,0,0,7.767123287671233
40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,46,2418,0,1,0,0,0,0,0,0,0,1,216,214,0,12,3,3,3,9,32.60545905707196,63.188874141612324,18.0,11,0.16666666666666666,0,1,6.624657534246575
62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,48,2561,0,1,0,0,0,0,0,1,0,0,595,584,0,22,3,4,4,11,84.80085903943773,187.74914175398177,27.045454545454547,8,0.18181818181818182,0,1,7.016438356164383
48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,52,2518,0,1,0,0,0,1,0,0,0,0,67,59,0,6,5,1,2,8,9.712073073868149,20.68121738656678,11.166666666666666,4,0.16666666666666666,0,1,6.898630136986301
35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,52,2835,0,0,0,1,0,0,0,1,0,0,93,80,0,9,4,2,2,8,11.973544973544973,23.986467355976398,10.333333333333334,10,0.3333333333333333,0,1,7.767123287671233
77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,72,2555,0,1,0,0,0,0,0,1,0,0,893,796,0,17,3,3,4,10,127.57142857142857,258.9187556629417,52.529411764705884,6,0.058823529411764705,0,0,7.0
81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,51,2317,0,0,1,0,0,0,0,1,0,0,1047,997,0,16,2,3,4,9,164.93526111350883,294.88425471809154,65.4375,4,0.0625,0,0,6.347945205479452
14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,24,2291,0,1,0,0,0,0,1,0,0,0,8,0,1,4,1,1,1,3,1.2745525971191618,1.64640938021101,2.0,6,0.25,1,0,6.276712328767124
20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,2263,0,1,0,0,0,1,0,0,0,0,22,10,0,5,1,1,1,3,3.5483870967741935,3.9609902475618903,4.4,9,0.2,0,0,6.2
74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,30,2831,0,1,0,0,0,0,0,0,0,1,1678,1645,0,16,5,3,5,13,216.34404803956198,584.6930403324315,104.875,13,0.0625,0,0,7.756164383561644
66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,63,2327,0,1,0,0,0,0,0,0,1,0,391,344,1,17,2,3,3,8,61.33003867640739,118.42445805028629,23.0,15,0.17647058823529413,1,1,6.375342465753425
23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,41,2696,0,0,0,1,0,0,1,0,0,0,61,47,0,7,2,2,2,6,8.25853115727003,12.90092370116178,8.714285714285714,10,0.2857142857142857,0,1,7.3863013698630136
47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,60,2387,0,1,0,0,0,0,0,0,1,0,221,217,0,13,1,3,3,7,33.79346459991621,46.67737182229442,17.0,7,0.23076923076923078,0,1,6.53972602739726
33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,68,2762,0,1,0,0,0,0,0,0,1,0,16,14,0,4,4,1,1,6,2.114409847936278,4.061931814992454,4.0,9,0.25,0,1,7.567123287671233
54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,39,2567,0,1,0,0,0,0,0,1,0,0,445,420,0,17,5,3,3,11,63.27425009738995,169.444785320706,26.176470588235293,6,0.11764705882352941,0,1,7.032876712328767
28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,39,2601,1,0,0,0,0,0,0,1,0,0,72,53,0,9,2,2,2,6,10.103806228373703,15.550889924431406,8.0,7,0.3333333333333333,0,1,7.126027397260274
90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,29,2295,0,0,1,0,0,0,0,0,1,0,2429,2333,1,18,4,4,5,13,386.31154684095856,935.5146197752977,134.94444444444446,4,0.05555555555555555,1,0,6.287671232876712
48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,70,2691,0,0,0,1,0,0,0,1,0,0,485,466,0,19,4,4,3,11,65.78409513192122,158.08581000694244,25.526315789473685,15,0.15789473684210525,0,1,7.372602739726028
43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,63,2699,0,1,0,0,0,0,0,1,0,0,224,213,0,11,2,2,3,7,30.29270100037051,49.954136956213524,20.363636363636363,10,0.09090909090909091,0,1,7.394520547945206
54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,59,2685,1,0,0,0,0,0,0,0,0,1,1208,1184,1,21,3,4,5,12,164.21601489757916,353.0432154904027,57.523809523809526,16,0.14285714285714285,1,1,7.3561643835616435
15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,62,2581,0,0,1,0,0,0,1,0,0,0,48,8,0,12,2,3,2,7,6.7880666408368855,10.699536565660207,4.0,7,0.4166666666666667,0,1,7.071232876712329
26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,2211,0,0,1,0,0,0,0,1,0,0,16,15,0,4,5,1,1,7,2.641338760741746,5.278334234820303,4.0,8,0.25,0,1,6.057534246575343
22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,35,2490,0,0,1,0,0,0,0,1,0,0,19,14,0,5,1,1,1,3,2.785140562248996,3.2660140208473076,3.8,6,0.2,0,1,6.821917808219178
44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,55,2470,0,1,0,0,0,0,0,1,0,0,50,40,0,7,1,2,2,5,7.388663967611336,9.719642522580099,7.142857142857143,5,0.2857142857142857,0,1,6.767123287671233
62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,68,2467,0,0,1,0,0,0,0,0,0,1,1000,980,1,26,4,5,4,13,147.95297932711796,414.87308297575925,38.46153846153846,10,0.038461538461538464,1,1,6.758904109589041
31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,58,2729,0,0,0,1,0,0,0,0,0,1,151,147,0,10,4,2,2,8,20.196042506412606,44.25386058252685,15.1,11,0.2,0,1,7.476712328767123
45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,46,2281,0,1,0,0,0,1,0,0,0,0,38,25,0,5,5,1,1,7,6.080666374397194,12.546998692202244,7.6,6,0.2,0,1,6.249315068493151
78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,50,2713,1,0,0,0,0,0,0,0,1,0,1713,1614,0,16,4,3,5,12,230.462587541467,520.6386432666874,107.0625,8,0.0625,0,0,7.432876712328767
67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,51,2748,0,0,0,0,1,0,0,0,1,0,1419,1377,2,25,1,5,5,11,188.47707423580783,352.24890829694317,56.76,11,0.16,2,1,7.528767123287671
58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,60,2229,1,0,0,0,0,0,0,1,0,0,67,38,0,6,3,1,2,6,10.971287572902646,18.058682645837173,11.166666666666666,5,0.16666666666666666,0,1,6.1068493150684935
62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,68,2291,0,0,1,0,0,0,0,1,0,0,150,140,0,9,1,2,2,5,23.897861195984287,30.359321904600197,16.666666666666668,9,0.1111111111111111,0,1,6.276712328767124
43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,51,2592,0,1,0,0,0,0,0,0,1,0,116,93,0,10,3,2,2,7,16.334876543209877,30.09884228445813,11.6,8,0.3,0,1,7.101369863013699
63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,52,2593,1,0,0,0,0,0,0,0,1,0,777,646,0,22,2,4,4,10,109.37331276513692,223.7823711966978,35.31818181818182,15,0.045454545454545456,0,1,7.104109589041096
46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,55,2460,0,1,0,0,0,1,0,0,0,0,122,61,0,8,1,2,2,5,18.101626016260163,23.20426900886345,15.25,6,0.125,0,1,6.739726027397261
70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,51,2614,0,1,0,0,0,0,0,0,1,0,1150,1139,1,19,5,4,5,14,160.57765876052028,437.33553574570635,60.526315789473685,13,0.10526315789473684,1,1,7.161643835616438
78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,48,2244,0,1,0,0,0,0,0,0,0,1,908,828,0,14,2,3,4,9,147.6916221033868,249.17106646617904,64.85714285714286,4,0.07142857142857142,0,0,6.147945205479452
59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,59,2817,0,0,0,0,1,1,0,0,0,0,1006,940,0,27,5,5,4,14,130.34788782392616,411.5282152580615,37.25925925925926,11,0.1111111111111111,0,1,7.717808219178083
54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,43,2450,0,1,0,0,0,0,0,1,0,0,152,130,0,12,5,3,2,10,22.644897959183673,57.928808732795446,12.666666666666666,6,0.3333333333333333,0,1,6.712328767123288
58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,61,2679,0,1,0,0,0,0,0,1,0,0,674,590,0,22,2,4,4,10,91.82904068682345,185.08178743080697,30.636363636363637,16,0.13636363636363635,0,1,7.33972602739726
